IncidentType_ID,Type_Name,Category,Severity_Level,Detection_Method
20194,Credential Stuffing,External,Medium,Auth Logs
20195,Misconfiguration,Internal,Medium,Audit
20196,Zero-Day Exploit,External,Critical,Threat Intel
20197,Phishing,External,Medium,SIEM
20198,Malware,External,High,IDS
20199,Ransomware,External,Critical,SIEM
20200,DDoS,External,High,Network Monitoring
20201,SQL Injection,External,High,WAF
20202,Insider Threat,Internal,High,Manual Report
20203,Credential Stuffing,External,Medium,Auth Logs
20204,Misconfiguration,Internal,Medium,Audit
20205,Zero-Day Exploit,External,Critical,Threat Intel
20206,Phishing,External,Medium,SIEM
20207,Malware,External,High,IDS
20208,Ransomware,External,Critical,SIEM
20209,DDoS,External,High,Network Monitoring
20210,SQL Injection,External,High,WAF
20211,Insider Threat,Internal,High,Manual Report
20212,Credential Stuffing,External,Medium,Auth Logs
20213,Misconfiguration,Internal,Medium,Audit
20214,Zero-Day Exploit,External,Critical,Threat Intel
20215,Phishing,External,Medium,SIEM
20216,Malware,External,High,IDS
20217,Ransomware,External,Critical,SIEM
20218,DDoS,External,High,Network Monitoring
20219,SQL Injection,External,High,WAF
20220,Insider Threat,Internal,High,Manual Report
20221,Credential Stuffing,External,Medium,Auth Logs
20222,Misconfiguration,Internal,Medium,Audit
20223,Zero-Day Exploit,External,Critical,Threat Intel
20224,Phishing,External,Medium,SIEM
20225,Malware,External,High,IDS
20226,Ransomware,External,Critical,SIEM
20227,DDoS,External,High,Network Monitoring
20228,SQL Injection,External,High,WAF
20229,Insider Threat,Internal,High,Manual Report
20230,Credential Stuffing,External,Medium,Auth Logs
20231,Misconfiguration,Internal,Medium,Audit
20232,Zero-Day Exploit,External,Critical,Threat Intel
20233,Phishing,External,Medium,SIEM
20234,Malware,External,High,IDS
20235,Ransomware,External,Critical,SIEM
20236,DDoS,External,High,Network Monitoring
20237,SQL Injection,External,High,WAF
20238,Insider Threat,Internal,High,Manual Report
20239,Credential Stuffing,External,Medium,Auth Logs
20240,Misconfiguration,Internal,Medium,Audit
20241,Zero-Day Exploit,External,Critical,Threat Intel
20242,Phishing,External,Medium,SIEM
20243,Malware,External,High,IDS
20244,Ransomware,External,Critical,SIEM
20245,DDoS,External,High,Network Monitoring
20246,SQL Injection,External,High,WAF
20247,Insider Threat,Internal,High,Manual Report
20248,Credential Stuffing,External,Medium,Auth Logs
20249,Misconfiguration,Internal,Medium,Audit
20250,Zero-Day Exploit,External,Critical,Threat Intel
20251,Phishing,External,Medium,SIEM
20252,Malware,External,High,IDS
20253,Ransomware,External,Critical,SIEM
20254,DDoS,External,High,Network Monitoring
20255,SQL Injection,External,High,WAF
20256,Insider Threat,Internal,High,Manual Report
20257,Credential Stuffing,External,Medium,Auth Logs
20258,Misconfiguration,Internal,Medium,Audit
20259,Zero-Day Exploit,External,Critical,Threat Intel
20260,Phishing,External,Medium,SIEM
20261,Malware,External,High,IDS
20262,Ransomware,External,Critical,SIEM
20263,DDoS,External,High,Network Monitoring
20264,SQL Injection,External,High,WAF
20265,Insider Threat,Internal,High,Manual Report
20266,Credential Stuffing,External,Medium,Auth Logs
20267,Misconfiguration,Internal,Medium,Audit
20268,Zero-Day Exploit,External,Critical,Threat Intel
20269,Phishing,External,Medium,SIEM
20270,Malware,External,High,IDS
20271,Ransomware,External,Critical,SIEM
20272,DDoS,External,High,Network Monitoring
20273,SQL Injection,External,High,WAF
20274,Insider Threat,Internal,High,Manual Report
20275,Credential Stuffing,External,Medium,Auth Logs
20276,Misconfiguration,Internal,Medium,Audit
20277,Zero-Day Exploit,External,Critical,Threat Intel
20278,Phishing,External,Medium,SIEM
20279,Malware,External,High,IDS
20280,Ransomware,External,Critical,SIEM
20281,DDoS,External,High,Network Monitoring
20282,SQL Injection,External,High,WAF
20283,Insider Threat,Internal,High,Manual Report
20284,Credential Stuffing,External,Medium,Auth Logs
20285,Misconfiguration,Internal,Medium,Audit
20286,Zero-Day Exploit,External,Critical,Threat Intel
20287,Phishing,External,Medium,SIEM
20288,Malware,External,High,IDS
20289,Ransomware,External,Critical,SIEM
20290,DDoS,External,High,Network Monitoring
20291,SQL Injection,External,High,WAF
20292,Insider Threat,Internal,High,Manual Report
20293,Credential Stuffing,External,Medium,Auth Logs
20294,Misconfiguration,Internal,Medium,Audit
20295,Zero-Day Exploit,External,Critical,Threat Intel
20296,Phishing,External,Medium,SIEM
20297,Malware,External,High,IDS
20298,Ransomware,External,Critical,SIEM
20299,DDoS,External,High,Network Monitoring
20300,SQL Injection,External,High,WAF
20301,Insider Threat,Internal,High,Manual Report
20302,Credential Stuffing,External,Medium,Auth Logs
20303,Misconfiguration,Internal,Medium,Audit
20304,Zero-Day Exploit,External,Critical,Threat Intel
20305,Phishing,External,Medium,SIEM
20306,Malware,External,High,IDS
20307,Ransomware,External,Critical,SIEM
20308,DDoS,External,High,Network Monitoring
20309,SQL Injection,External,High,WAF
20310,Insider Threat,Internal,High,Manual Report
20311,Credential Stuffing,External,Medium,Auth Logs
20312,Misconfiguration,Internal,Medium,Audit
20313,Zero-Day Exploit,External,Critical,Threat Intel
20314,Phishing,External,Medium,SIEM
20315,Malware,External,High,IDS
20316,Ransomware,External,Critical,SIEM
20317,DDoS,External,High,Network Monitoring
20318,SQL Injection,External,High,WAF
20319,Insider Threat,Internal,High,Manual Report
20320,Credential Stuffing,External,Medium,Auth Logs
20321,Misconfiguration,Internal,Medium,Audit
20322,Zero-Day Exploit,External,Critical,Threat Intel
20323,Phishing,External,Medium,SIEM
20324,Malware,External,High,IDS
20325,Ransomware,External,Critical,SIEM
20326,DDoS,External,High,Network Monitoring
20327,SQL Injection,External,High,WAF
20328,Insider Threat,Internal,High,Manual Report
20329,Credential Stuffing,External,Medium,Auth Logs
20330,Misconfiguration,Internal,Medium,Audit
20331,Zero-Day Exploit,External,Critical,Threat Intel
20332,Phishing,External,Medium,SIEM
20333,Malware,External,High,IDS
20334,Ransomware,External,Critical,SIEM
20335,DDoS,External,High,Network Monitoring
20336,SQL Injection,External,High,WAF
20337,Insider Threat,Internal,High,Manual Report
20338,Credential Stuffing,External,Medium,Auth Logs
20339,Misconfiguration,Internal,Medium,Audit
20340,Zero-Day Exploit,External,Critical,Threat Intel
20341,Phishing,External,Medium,SIEM
20342,Malware,External,High,IDS
20343,Ransomware,External,Critical,SIEM
20344,DDoS,External,High,Network Monitoring
20345,SQL Injection,External,High,WAF
20346,Insider Threat,Internal,High,Manual Report
20347,Credential Stuffing,External,Medium,Auth Logs
20348,Misconfiguration,Internal,Medium,Audit
20349,Zero-Day Exploit,External,Critical,Threat Intel
20350,Phishing,External,Medium,SIEM
20351,Malware,External,High,IDS
20352,Ransomware,External,Critical,SIEM
20353,DDoS,External,High,Network Monitoring
20354,SQL Injection,External,High,WAF
20355,Insider Threat,Internal,High,Manual Report
20356,Credential Stuffing,External,Medium,Auth Logs
20357,Misconfiguration,Internal,Medium,Audit
20358,Zero-Day Exploit,External,Critical,Threat Intel
20359,Phishing,External,Medium,SIEM
20360,Malware,External,High,IDS
20361,Ransomware,External,Critical,SIEM
20362,DDoS,External,High,Network Monitoring
20363,SQL Injection,External,High,WAF
20364,Insider Threat,Internal,High,Manual Report
20365,Credential Stuffing,External,Medium,Auth Logs
20366,Misconfiguration,Internal,Medium,Audit
20367,Zero-Day Exploit,External,Critical,Threat Intel
20368,Phishing,External,Medium,SIEM
20369,Malware,External,High,IDS
20370,Ransomware,External,Critical,SIEM
20371,DDoS,External,High,Network Monitoring
20372,SQL Injection,External,High,WAF
20373,Insider Threat,Internal,High,Manual Report
20374,Credential Stuffing,External,Medium,Auth Logs
20375,Misconfiguration,Internal,Medium,Audit
20376,Zero-Day Exploit,External,Critical,Threat Intel
20377,Phishing,External,Medium,SIEM
20378,Malware,External,High,IDS
20379,Ransomware,External,Critical,SIEM
20380,DDoS,External,High,Network Monitoring
20381,SQL Injection,External,High,WAF
20382,Insider Threat,Internal,High,Manual Report
20383,Credential Stuffing,External,Medium,Auth Logs
20384,Misconfiguration,Internal,Medium,Audit
20385,Zero-Day Exploit,External,Critical,Threat Intel
20386,Phishing,External,Medium,SIEM
20387,Malware,External,High,IDS
20388,Ransomware,External,Critical,SIEM
20389,DDoS,External,High,Network Monitoring
20390,SQL Injection,External,High,WAF
20391,Insider Threat,Internal,High,Manual Report
20392,Credential Stuffing,External,Medium,Auth Logs
20393,Misconfiguration,Internal,Medium,Audit
20394,Zero-Day Exploit,External,Critical,Threat Intel
20395,Phishing,External,Medium,SIEM
20396,Malware,External,High,IDS
20397,Ransomware,External,Critical,SIEM
20398,DDoS,External,High,Network Monitoring
20399,SQL Injection,External,High,WAF
20400,Insider Threat,Internal,High,Manual Report
20401,Credential Stuffing,External,Medium,Auth Logs
20402,Misconfiguration,Internal,Medium,Audit
20403,Zero-Day Exploit,External,Critical,Threat Intel
20404,Phishing,External,Medium,SIEM
20405,Malware,External,High,IDS
20406,Ransomware,External,Critical,SIEM
20407,DDoS,External,High,Network Monitoring
20408,SQL Injection,External,High,WAF
20409,Insider Threat,Internal,High,Manual Report
20410,Credential Stuffing,External,Medium,Auth Logs
20411,Misconfiguration,Internal,Medium,Audit
20412,Zero-Day Exploit,External,Critical,Threat Intel
20413,Phishing,External,Medium,SIEM
20414,Malware,External,High,IDS
20415,Ransomware,External,Critical,SIEM
20416,DDoS,External,High,Network Monitoring
20417,SQL Injection,External,High,WAF
20418,Insider Threat,Internal,High,Manual Report
20419,Credential Stuffing,External,Medium,Auth Logs
20420,Misconfiguration,Internal,Medium,Audit
20421,Zero-Day Exploit,External,Critical,Threat Intel
20422,Phishing,External,Medium,SIEM
20423,Malware,External,High,IDS
20424,Ransomware,External,Critical,SIEM
20425,DDoS,External,High,Network Monitoring
20426,SQL Injection,External,High,WAF
20427,Insider Threat,Internal,High,Manual Report
20428,Credential Stuffing,External,Medium,Auth Logs
20429,Misconfiguration,Internal,Medium,Audit
20430,Zero-Day Exploit,External,Critical,Threat Intel
20431,Phishing,External,Medium,SIEM
20432,Malware,External,High,IDS
20433,Ransomware,External,Critical,SIEM
20434,DDoS,External,High,Network Monitoring
20435,SQL Injection,External,High,WAF
20436,Insider Threat,Internal,High,Manual Report
20437,Credential Stuffing,External,Medium,Auth Logs
20438,Misconfiguration,Internal,Medium,Audit
20439,Zero-Day Exploit,External,Critical,Threat Intel
20440,Phishing,External,Medium,SIEM
20441,Malware,External,High,IDS
20442,Ransomware,External,Critical,SIEM
20443,DDoS,External,High,Network Monitoring
20444,SQL Injection,External,High,WAF
20445,Insider Threat,Internal,High,Manual Report
20446,Credential Stuffing,External,Medium,Auth Logs
20447,Misconfiguration,Internal,Medium,Audit
20448,Zero-Day Exploit,External,Critical,Threat Intel
20449,Phishing,External,Medium,SIEM
20450,Malware,External,High,IDS
20451,Ransomware,External,Critical,SIEM
20452,DDoS,External,High,Network Monitoring
20453,SQL Injection,External,High,WAF
20454,Insider Threat,Internal,High,Manual Report
20455,Credential Stuffing,External,Medium,Auth Logs
20456,Misconfiguration,Internal,Medium,Audit
20457,Zero-Day Exploit,External,Critical,Threat Intel
20458,Phishing,External,Medium,SIEM
20459,Malware,External,High,IDS
20460,Ransomware,External,Critical,SIEM
20461,DDoS,External,High,Network Monitoring
20462,SQL Injection,External,High,WAF
20463,Insider Threat,Internal,High,Manual Report
20464,Credential Stuffing,External,Medium,Auth Logs
20465,Misconfiguration,Internal,Medium,Audit
20466,Zero-Day Exploit,External,Critical,Threat Intel
20467,Phishing,External,Medium,SIEM
20468,Malware,External,High,IDS
20469,Ransomware,External,Critical,SIEM
20470,DDoS,External,High,Network Monitoring
20471,SQL Injection,External,High,WAF
20472,Insider Threat,Internal,High,Manual Report
20473,Credential Stuffing,External,Medium,Auth Logs
20474,Misconfiguration,Internal,Medium,Audit
20475,Zero-Day Exploit,External,Critical,Threat Intel
20476,Phishing,External,Medium,SIEM
20477,Malware,External,High,IDS
20478,Ransomware,External,Critical,SIEM
20479,DDoS,External,High,Network Monitoring
20480,SQL Injection,External,High,WAF
20481,Insider Threat,Internal,High,Manual Report
20482,Credential Stuffing,External,Medium,Auth Logs
20483,Misconfiguration,Internal,Medium,Audit
20484,Zero-Day Exploit,External,Critical,Threat Intel
20485,Phishing,External,Medium,SIEM
20486,Malware,External,High,IDS
20487,Ransomware,External,Critical,SIEM
20488,DDoS,External,High,Network Monitoring
20489,SQL Injection,External,High,WAF
20490,Insider Threat,Internal,High,Manual Report
20491,Credential Stuffing,External,Medium,Auth Logs
20492,Misconfiguration,Internal,Medium,Audit
20493,Zero-Day Exploit,External,Critical,Threat Intel
20494,Phishing,External,Medium,SIEM
20495,Malware,External,High,IDS
20496,Ransomware,External,Critical,SIEM
20497,DDoS,External,High,Network Monitoring
20498,SQL Injection,External,High,WAF
20499,Insider Threat,Internal,High,Manual Report
20500,Credential Stuffing,External,Medium,Auth Logs
20501,Misconfiguration,Internal,Medium,Audit
20502,Zero-Day Exploit,External,Critical,Threat Intel
20503,Phishing,External,Medium,SIEM
20504,Malware,External,High,IDS
20505,Ransomware,External,Critical,SIEM
20506,DDoS,External,High,Network Monitoring
20507,SQL Injection,External,High,WAF
20508,Insider Threat,Internal,High,Manual Report
20509,Credential Stuffing,External,Medium,Auth Logs
20510,Misconfiguration,Internal,Medium,Audit
20511,Zero-Day Exploit,External,Critical,Threat Intel
20512,Phishing,External,Medium,SIEM
20513,Malware,External,High,IDS
20514,Ransomware,External,Critical,SIEM
20515,DDoS,External,High,Network Monitoring
20516,SQL Injection,External,High,WAF
20517,Insider Threat,Internal,High,Manual Report
20518,Credential Stuffing,External,Medium,Auth Logs
20519,Misconfiguration,Internal,Medium,Audit
20520,Zero-Day Exploit,External,Critical,Threat Intel
20521,Phishing,External,Medium,SIEM
20522,Malware,External,High,IDS
20523,Ransomware,External,Critical,SIEM
20524,DDoS,External,High,Network Monitoring
20525,SQL Injection,External,High,WAF
20526,Insider Threat,Internal,High,Manual Report
20527,Credential Stuffing,External,Medium,Auth Logs
20528,Misconfiguration,Internal,Medium,Audit
20529,Zero-Day Exploit,External,Critical,Threat Intel
20530,Phishing,External,Medium,SIEM
20531,Malware,External,High,IDS
20532,Ransomware,External,Critical,SIEM
20533,DDoS,External,High,Network Monitoring
20534,SQL Injection,External,High,WAF
20535,Insider Threat,Internal,High,Manual Report
20536,Credential Stuffing,External,Medium,Auth Logs
20537,Misconfiguration,Internal,Medium,Audit
20538,Zero-Day Exploit,External,Critical,Threat Intel
20539,Phishing,External,Medium,SIEM
20540,Malware,External,High,IDS
20541,Ransomware,External,Critical,SIEM
20542,DDoS,External,High,Network Monitoring
20543,SQL Injection,External,High,WAF
20544,Insider Threat,Internal,High,Manual Report
